Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
foldl' (+)/1000/[],1.3708218568623542e-6,1.3692348647893237e-6,1.3729298173614705e-6,4.436893825378901e-9,3.0632683519143923e-9,6.982749756445337e-9
take (n/2)/100/[],2.474208954415026e-7,2.4580351569336204e-7,2.4936222987252296e-7,6.102284992613034e-9,4.8446231190491145e-9,8.047791299451364e-9
foldl' (+)/1000/Vector,1.1198777271031363e-6,1.1182860315624798e-6,1.1237153947579129e-6,5.62054728257711e-9,2.6326403380867275e-9,1.0003331185004473e-8
foldl' (+)/1000/PVector,6.280513413664434e-7,6.273035544541067e-7,6.294333586635983e-7,2.531912187189655e-9,1.281792039351563e-9,4.569454050110894e-9
foldl' (+)/1000/Seq,2.705389221490818e-6,2.6964538171866865e-6,2.7121442540076123e-6,1.917785155256003e-8,1.4904994844639505e-8,2.4362205499920092e-8
take (n/2)/100/Vector,5.225030640254131e-8,5.191363439318557e-8,5.300813385329373e-8,1.7154177299726264e-9,9.57972701084862e-10,2.6180461129699203e-9
foldl' (+)/10000/[],1.3996789195535783e-5,1.3980024230124366e-5,1.402312343230834e-5,5.113845417675108e-8,3.436149981101763e-8,8.147181065073349e-8
foldl' (+)/10000/Vector,1.124712388849083e-5,1.1220039178581575e-5,1.1305532173961976e-5,9.874049300826565e-8,5.849151756648924e-8,1.7543139033553383e-7
take (n/2)/100/PVector,9.663009529803833e-7,9.648053824125998e-7,9.683337879386764e-7,5.794823758126952e-9,4.363467174862641e-9,7.3881800306515995e-9
foldl' (+)/10000/PVector,6.41142923435149e-6,6.4040817763323674e-6,6.4203642104115885e-6,2.107156648831645e-8,1.4947864708490186e-8,2.9558737864692296e-8
foldl' (+)/10000/Seq,2.7389611291026077e-5,2.7254657641389605e-5,2.7553170776884183e-5,3.9021406787866437e-7,2.877045255746683e-7,5.220532305612251e-7
foldr (:) []/100/[],1.433425102265207e-7,1.429464925944839e-7,1.4395904223674626e-7,1.2333159489046164e-9,8.548984689862839e-10,1.884193286044463e-9
take (n/2)/100/Seq,1.9489047301206857e-7,1.9423703427335806e-7,1.956244168734841e-7,2.2858260479818374e-9,1.8505526920097225e-9,2.799957177559342e-9
foldr (:) []/100/Vector,4.517319787723098e-7,4.504223545680789e-7,4.5318331684903655e-7,3.4674811030412222e-9,2.9382859370887113e-9,4.16466445559946e-9
foldr (:) []/100/PVector,8.637225663428047e-7,8.610285142538901e-7,8.67275006910287e-7,7.341139738979498e-9,5.604018204304312e-9,9.997886044351222e-9
take (n/2)/1000/[],2.526131097305218e-6,2.5040916763982657e-6,2.5475814712043664e-6,7.174841808501128e-8,6.444074894762925e-8,8.061356808970352e-8
foldr (:) []/100/Seq,3.2097603136840127e-7,3.1996331033697893e-7,3.225086222568244e-7,3.120707274410888e-9,1.8632811534274896e-9,4.552569292873311e-9
foldr (:) []/1000/[],1.3145542591685457e-6,1.3077635503284103e-6,1.323085747135826e-6,1.8750842700784112e-8,1.5378173699231494e-8,2.366045123646518e-8
foldr (:) []/1000/Vector,4.429384991879064e-6,4.410453332955411e-6,4.4547840929545515e-6,5.522125648158131e-8,4.1578355652045494e-8,8.263478444114104e-8
take (n/2)/1000/Vector,4.869969548356969e-7,4.850398529718834e-7,4.904593797936005e-7,8.288437694413548e-9,5.6380438044157354e-9,1.3664591889484272e-8
foldr (:) []/1000/PVector,7.850882082417096e-6,7.821741284347446e-6,7.883682586364978e-6,7.85620155688128e-8,6.388310781916883e-8,9.974566816761439e-8
foldr (:) []/1000/Seq,3.556193809609943e-6,3.5437322061910222e-6,3.569754765435369e-6,3.2977986288360755e-8,2.546358474719738e-8,4.5428630695155536e-8
take (n/2)/1000/PVector,9.291486161403145e-6,9.262293882052071e-6,9.327626072409646e-6,1.1381125604513225e-7,9.079279754342254e-8,1.5588504462770035e-7
foldr (:) []/10000/[],1.3393664281670153e-5,1.3333207642841561e-5,1.3489677399871623e-5,1.8299028635047844e-7,1.4176996821672428e-7,2.5610791362177945e-7
foldr (:) []/10000/Vector,4.425335152659908e-5,4.4063862226406214e-5,4.4455978295958945e-5,5.093248819392739e-7,4.19308987767865e-7,6.596788112530443e-7
foldr (:) []/10000/PVector,7.896096831235296e-5,7.873309985818955e-5,7.920579128615694e-5,5.861398049579126e-7,4.769849590391239e-7,7.407777623089022e-7
take (n/2)/1000/Seq,1.7071639501792341e-6,1.7004113437785834e-6,1.714541707417842e-6,2.4103754163543288e-8,2.065345675382181e-8,2.979104917528361e-8
foldr (:) []/10000/Seq,3.39319917336072e-5,3.387114856740303e-5,3.400510339189024e-5,1.5917675668816079e-7,1.2723953400462488e-7,2.0183706650360043e-7
map (+1)/100/[],9.98990500308696e-7,9.97079771791584e-7,1.0006608876764908e-6,4.325699312375011e-9,3.454943879889083e-9,5.758401366618221e-9
take (n/2)/10000/[],2.4627567867045277e-5,2.4379061062141906e-5,2.4899621746982322e-5,8.294399408130006e-7,7.720035307692297e-7,8.855677289111231e-7
map (+1)/100/Vector,5.719116751353174e-7,5.708750503684334e-7,5.737416297393399e-7,3.4267944869790887e-9,1.6817022414485268e-9,5.064070999071957e-9
map (+1)/100/PVector,1.3693899228815964e-6,1.3674245773785605e-6,1.3728656264907682e-6,6.543710527201901e-9,3.9191802191728966e-9,1.0072763071445887e-8
